korean,english
특별하게 조정해야 하는 부분이 있나요?,Any part in particular that needs mediation?
나는 역사에 유명한 영어 교수로 기록되기를 희망해요.,I hope I'll go down in history as a famous English professor.
최근에 생긴 과일 가게에 가 봤는데 과일 질이 너무 안 좋아. ,"I've been to a recent fruit store, but the quality isn't very nice."
방금 1대 보내서 조금 기다려야 할 것 같습니다.,We sent one off just now so you will have to wait for a bit.
손쉽게 튀김 요리를 할 수 있어서 인기가 많습니다.,It is popular because you can easily make fried dishes.
자연과 어울리는 기본 필터도 제공해요.,We offer basic filters which goes well with the nature.
하지만 성적이 낮아 포기해야했어요.,But I gave up on that because of my low grades.
그러면 보호자에게 연락해서 꼭 챙겨오라고 전해주세요.,Then please contact your guardian and tell them to make sure to bring them.
이전 직장에서 받은 것보다 적은데요.,That is less than what I got from my previous company.
일할 수 없다니 그게 무슨 소리인가요?,"What do you mean, you cannot work?"
고독했던 추억들도 화려한 추억이 될 수 있다는 것을 깨닫게 되었어.,And realized that memories of solitude could become splendid.
다행이 그들이 주사를 맞을 수 있었어.,Fortunately they were able to get shots.
물품의 선적은 어느 나라에서 하게 되는지 알려 달라.,Let me know in which country it will be shipped to.
그럼 졸업식 이후에 같이 모여서 식사를 하면 어떨까요?,Then how about gathering for lunch after the graduation ceremony?
저희가 묵을 곳이 이 근처인데 어디인지 아시나요?,The place where we are staying in around here somewhere but do you know where it is?
고등학교에 올라와서 저는 간호사가 되기 위해 노력하였어요.,"After entering a high school, I tried hard to become a nurse."
준수가 놀기엔 아까워서 고민중이야.,It is too valuable for Junsu to play with.
"그렇지 않아도 트래픽이 몰리는 시기라서, 부하가 심할 거예요.","As a matter of fact, it's a time of traffic congestion, so I'm sure there will be a severe overload.        "
머리를 자르러 왔는데 혹시 염색을 같이 하면 얼마나 걸릴까요?,I'm here to get my hair cut. How long will it take if I dye my hair together?
고객님과 회의한 후 고궁을 보여 드리고 싶은데 어떨까요? ,Would it be a good idea to show old palaces to the client after the meeting?
임원님들과 사장님까지 합쳐서 전부 10분이십니다. ,"There are 10 people in total, including the board members and the president."
관광에 유용한 것 들을 얻고 싶어요.,I want to gain some things that are useful for the trip.
아니요. 무료입니다. 맡기실 짐 저한테 주시겠어요?,"No, it's free. Could you give me the baggage?"
나는 수업 자료와 프로그램에 대해서 배우고 싶어.,I want to learn about teaching materials and programs.
제가 중간에 지시하는 사항 있으면 따라 해주시기만 하면 됩니다.,You just follow my words if I ask you to do something.
목요일 시간을 토요일로 바꿀 수 있나요?,Can I change Thursday's time to Saturday?
그런데 핸드폰을 잃어 버려서 연락을 못 했어.,But I lost my phone so I couldn't call.
죄송합니다. 사워크림 마카롱은 현재 품절입니다.  ,I am sorry but we're out of sour cream macarons at the moment.
이번엔 내가 부탁하고 올게. 여기서 기다리고 있어. ,Let me ask this time. Wait right here.
"응, 그렇게 알고 있어. 하지만 10점 이상만 받지 않으면 되니까 굳이 안 가도 돼.","I think so, but as long as you don't exceed 10 points, it's fine."
나는 연속적인 값을 가지는 변수이예요.,I'm a variable which has continuous value.
왜 이런 일이 갑자기 많이 생기는지 모르겠어.,I don't know why so many things are suddenly happening.
건강을 유지하려면 아침을 먹어야 해요.,We have to eat breakfast to maintain our health.
"네, 어제 사무실에 도착하자마자 팀장님 책상 위에 올려두었습니다. ","Yes, I put it on the desk, as soon as I arrived at the office yesterday."
취직하였다면 정장이나 구두나 펜은 어떨까요?,"If he has a job, how about a suit or a pen?"
"이것은 할인티켓이므로, 절대 변경할 수 없어요.","This is a discount ticket, so it can't be changed."
이번 회의가 길어지면 식사 시간이 지날 것 같습니다.,I think the mealtime will pass if this meeting becomes prolonged.
오늘 진행되었던 대행사와의 회의는 어떻게 되었나요?,What happened to the meeting with the agency today?
"고객님, 저희가 서비스를 개편해서 다음 달부터는 배차 간격이 15분으로 줄어듭니다.","Sir, we renewed our service, so the interval will be 15 minutes from next month."
다른 애들이 축구할 지 확실하지 않아.,I am not sure if other kids will play soccer.
"브라이언, 당신의 장점은 무엇이죠?","What are your strong points, Brian?"
그럼 삼성이 애플을 따라 했다는 이야기입니까?,Then does this imply that Samsung copied Apple?
본인의 사이즈로 구입해서 착용만 하시면 돼요.,You just wear it after purchasing it according to your size.
쿤이는 자기가 살던 숲으로 돌아가고 싶었어요.,Kuhn wanted to go back to the forest where he lived.
우정이 있기에 나와 친구 관계가 끈끈할 수 있었기 때문이에요.,Because we have kept a close relationship by friendship.
"아뇨, 오늘 회의에 늦을 거라고 전해 주세요.","No, please tell him that I'll be late for today's meeting."
"정리된 파일도 있어요, 해당 파일도 같이 공유하겠습니다.","There is one, I'll share that with you as well."
약정에 보면 예약한 비용의 절반이라고 쓰여 있네요.,"On the terms and conditions, it says half of the cost of the reservation."
작업의 지속을 위해 충분한 양이 저장되어 있어야 해요.,"In order to continue the work, it must be stored enough."
그래서 당신에게는 친절하고 인정이 많은 남자가 돌봐 줘야 해요.,That's why a kind and caring man should take care of you.
이 점에 대해 미리 양해 부탁해요.,Please understand us for this matter.
다른 밝은 컬러가 있다면 보내 줄 수 있을까?,Can you send me if there's any other bright color?
또 인도어사이클체조 대회를 활성화시킬 것이에요.,And I will make the indoor cycle contest popular.
내가 감히 이 작품을 값을 측정 할 수 없어.,I can not dare to estimate the value of this work.
자주 바꾸기 귀찮아서 같은 것을 5년째 쓰고 있어요.,I've been using the same thing for five years because I'm lazy to change it often.
한국은 하나의 표준어로 충분해요.,One standard language is enough for Korea.
저는 금시초문인데 어떻게 된 일인지 아시나요?,I've never heard of this before. Do you know what happened?
화요일 수요일 목요일 수업을 해요.,"We have Tuesday, Wednesday, and Thursday classes."
산악 오토바이를 익히기 위한 기본 코스가 준비되어 있어요.,We prepared a basic course to learn mountain motorcycle.
형 덕분에 즐거운 저녁 시간 보냈어요.,I had a great dinner time thanks to you.
그래? 알겠어. 그럼 다시 해볼게. 듣고 고쳐야 할 점 좀 더 알려줘.,Really? Got it. I'll go again. Let me know if there's anything else I need to fix.
"급한 일이 생겨서 문서를 좀 봐야 해요, 감사합니다.","There's an emergency so I need to look at some documents, thank you."
나는 매주 중국어 공부를 시작했어요.,I started to study Chinese every week.
여느때와 같이 한가득 쌓인 쓰레기들을 정리하고 있을때였어요.,I was disposing of the garbage that was piled up as usual.
올해 회사가 어려워서 신입 모집이 어려울 것 같습니다.,It will be difficult to recruit new employees as our company is in a difficult situation this year.
혹시 결제를 하는 도중 문제가 발생되었습니까?,Did any problems arise during the payment process?
그녀가 한국에서 인기 있는 드라마에서 연기를 잘해서요.,She acts well in the popular drama in Korea.
많은사람들이 휴대폰을 사용하고 있어.,Many people are using cell phones.
미안하지만 과자 따위 때문에 위험을 무릅쓰기는 싫어.,"I'm sorry, but I don't want to take a risk for mere snacks."
화요일엔 은행이 일을 안할 것이에요.,The bank will not work on Tuesday.
대만의 여행은 어떻게 작성할지 고민하고 있어요.,I am considering how to plan for a trip to Taiwan.
애플파이와 치즈케이크는 미국의 대표 음식이에요.,Apple pie and cheesecake are typically American.
나는 니가 준 쿠키를 맛있게 먹고 있어.,I ate the cookies that you gave to me.
내 삶의 유일한 방법은 생각이에요.,The only way of my life is thinking.
특히 파리 에펠탑 주변에 한국 대학생들이 많이 살고 있습니다.,Many Korean university students are living especially around the Eiffel Tower in Paris.
서울 삼성동 코엑스 인터컨티넨탈 호텔입니다.,"It's the COEX Intercontinental Hotel in Samsung-dong, Seoul."
동생이 당신에게 선물을 보냈어요.,Your younger brother sent a present to you.
우리는 오빠에게 별빛이 될 것이예요.,We will become the starlight to the brother.
이 프로그램은 인터넷 신청이 가능해.,This program can be subscribed by internet.
아침 식사 전에 근처 공원에 조깅하러 갈래요?,Shall we go jogging in the nearby park before breakfast?
그럼 충전만 되면 아무 문제 없겠네요.,"If they're rechargeable, there should be no problem."
소비자들에게 익숙한 로고를 굳이 바꿔야 하는지 모르겠네요.,"I don't see why we should change the logo, which is familiar to the customers."
혹시  멤버중 캠프기간에 생일인 사람이 있나요?,Is there anyone who has their birthday during the camp?
하느님이 너의 여행길을 인도하실 것이예요.,God will guide your way in your journey.
그럼 이 설문을 작성해주시면 바로 환불 진행해 드리곘습니다.,Then if you fill in this survey I will proceed directly with the refund.
그들은 제품의 가격 인하를 하면서 공격적이었어요.,They were aggressive while cutting down the product price.
지나치지만 모두를 아우르는 담대함은 정답인가 궤변인가?,Is excessive but inclusive boldness the answer or sophistry?
그런데 편견이 왜 문제가 되는 것일까?,Then why prejudice becomes a problem?
만약 판매가 가능하다면 당연히 많을수록 좋아요.,"Of course, if sales is possible, the more the better."
그 자택에 가면 셜록이 쓰던 물건들이 그대로 남아있어요.,"When you go to that house, Sherlock's old stuff is still there."
지금으로부터 약 10년 영국에서 비슷한 사례가 있었습니다. ,There was a similar case in Britain about 10 years ago. 
"좋죠, 그럼 제가 투표를 홈페이지에 올릴게요.","Good, I will post the poll on the website."
나는 한국전통악기인 대금을 연주할 수 있어.,I can play Daugeum which is a Korean traditional instrument.
출장 가는 사원들 모두 여권은 준비되었나요?,Have all employees going to the business trip prepared their passports?
제가 가려는 지하철역은 #신촌역#이에요. 2호선이요.,The subway station I am looking for is #Shinchon Station#. Line number 2.
평면도의 3분의 1만 수정하면 돼요. 종합적으로 변경 사항들이 매우 크지 않아요.,"We only need to modify the 1/3 of the floor plan. Overall, the changes are not very significant."
지난 번 메일에 약간의 오류가 있었네요.,There's been a slight error in the last mail.
외국인 친구 신청은 받지 않고 있어요.,I'm not accepting friend requests from foreigners.
휴게실에 있는 자판기에 콜라를 추가하면 좋을 것 같아요.,I think it would be nice to add coke to the vending machine in the lounge.        
그 때까지는 충분히 끝날 것 같아요.,"Oh, I think I can easily finish by then."
그래서 내 친구와 운동을 하러 갔어.,"So, I went to workout with my friend."
나는 오늘 이사를 돕기 위해 출근하지 않았어.,I didn't go to work in order to help a moving out today.
"그러게. 프랑스에선 택시가 늦게 온다고 듣긴 했지만, 이럴 줄이야.","I know. I heard taxis come late in France, but this is too much."
그럼 이 앞으로 100m만 더 가시면 하나 나옵니다.,"In that case, if you go 100 meters further down, you'll find one."
이번에 승진하려면 이 임무를 꼭 성공해야 해.,I really need to get this mission done for my promotion.
그리고 제가 가이드가 되어 부모님과 함께 미국 여행을 가는 것이예요.,And I'm going to be a guide on a trip with my parents.
너의 따뜻한 마음에 항상 고맙게 생각해.,I always thank you for your warm concern.
저는 이용당하고 있는 것 같아요.,I feel like I'm being manipulated.
메일 답을 받지 못하여 연락드려요.,I'm writing this as I haven't received reply yet.
올해에 직원들에 대한 복지를 좀 더 높여주고 싶은데요. ,I want to improve the welfare of the employees this year. 
그렇게 평가해 주시다니 감사해요.,I'm so glad you rated me like that.
핸들링은 심판의 주관에 의해 좌지우지되곤 하지.,Ball handling is often controlled by the referee.
당신 정말 저랑 결혼하고 싶습니까?,Do you really want to get marriage with ne?
나는 토요일에 결혼식이 대구에서 있어.,I have a wedding on Saturday at Daegu.
정말 좋은 소식이네요. 그런데 우리 공장들이 모든 추가 생산을 처리할 수 있을까요?,It's really great news. But can our factories handle all additional productions?
당신의 생각이 변화 하기를 기대하는 것에 지쳐 버렸어.,I'm sick and tired of waiting for you to change your mind.
근육이 일시적으로 뭉치는 현상이 발생할 수도 있어요. ,There may be temporary muscle clumps.
당신 가족 중 누가 제일 일찍 일어나나요?,Who wakes up the earliest among your family members?
그렇지. 보통 일을 하면서 동시에 점심을 먹어.,Right. I usually have a working lunch.
아무래도 놀이공원 가는 건 좀 무리인 것 같아. 미안해. ,I think going to the amusement park would be difficult. Sorry.
모르는 사람이랑 여행 가는 거 처음이야.,It's the first time to travel with someone I don't know.
바르는 것도 기술을 필요로 하기 때문에 어렵다고 할 수 있죠.,It's hard to apply because it requires a skill.
아직 연락 못 했습니다. 지금 바로 연락하겠습니다.,Not yet. I'll call them right away.
"교수님, 당신을 절대 잊지 않을 거예요.","I will never forget you, professor."
경기 당일 현장 매표소에서 찾을 수 있고요.,You can find your ticket at the ticket office on the race day.
죄송합니다. 주머니에 핸드폰이 있는 걸 깜빡했네요. ,I'm sorry. I forgot that I had my mobile phone in my pocket.
기숙사 와이파이가 또 말썽이네. ,The wireless Internet in the dorm is broken again.
반대쪽이면 한참 돌아가야 하는군요. 잘못 왔네요.,So we have to go around a bit if it's on the other side. We got it wrong.
그렇게 생각하면서 나는 나를 위로했어요.,I comforted myself by thinking in that way.
당신이 아파하고 걱정하기 때문에 치료를 시작해요.,I started the treatment because you were hurt and worried.
이 우유는 학생 들이 마시지 않은 것이에요.,This is the milk that students didn't drink yet.
분명 왔던 길 같은데 사람이 많아서 찾기가 어렵네.,"I'm terribly sorry, but the elevator is unavailable since it's under construction."
또한 같은 나무라 할지라도 색깔이 매년 변한다니 참 신기하죠.,It's strange that the same tree can change colors annually.
친구 들이 오후 간식 시간에 먹을 수 있게 해주세요.,Let my friends eat during afternoon snack break.
나는 오늘 오후에 안심 샌드위치를 만들어 먹었어.,I made and ate a short loin sandwitch this afternoon.
"만약 당신이 나와 같은 기회가 주어진다면, 놓치지 말고 잡아라.","If you're ever given a chance like me, never miss it."
혼자서 생각을 할 것이 있었어요.,I've got something to think about on my own.
여기서 요금을 지불하면 체포하지 않아요.,"If you pay the fee here, I will not arrest you."
그럼 광고 외에 출시까지 남은 과정은 무엇이 있나요?,"Then, what procedures are left before the release, other than the commercial?"
옛날에 행복한 왕자가 살고 있었어요.,"Once upon a time, a happy prince lived."
네. 요청 시에는 간이침대를 무료로 드리는 서비스가 있어요. ,"Yes, we provide an extra bed for free upon request."
저희 학생 여행객에게 작은 선처 부탁드려요.,I ask for your pardon to this student traveller.
개서를 존중할 필요가 있다고 생각해요.,I think that it is necessary to respect renewal.
그렇구나. 그럼 1층에 편의점이 있으니 내려가 봐.,I see. Then go down to the first floor. There's a convenience store.
이미지 첨부 드리니 참고 바래요.,"I attached an image, so please refer to it."
호텔에서 혼자 뭐하는 건지 모르겠어.,I don't know what I'm doing alone in hotel.
이렇게 계획을 세우고 점심을 먹으러 갔어.,We went to the lunch after making a plan.
그는 아침에 일찍 일어나기로 하고 있어.,He makes it a rule to wake up early in the morning.
그렇기 때문에 한국에서 출산을 하지 않아도 된다고 생각해요.,"Therefore, I think women don't have to give birth in Korea."
나에게 그 보증금은 정말 중요한 문제였어.,The deposit was a really important problem to me.
바로 옆에역이 번화가인데 가볼래요?,"Right next station is the main street, do you want to go?"
이번 마지막 에세이를 준비하는 동안 정말 행복했어요.,I was very happy while preparing for this last essay.
나는 그녀를 보고 멋있다고 생각했어요.,I saw her and thought that she was cool.
지금 신라호텔에 가는 버스들은 다 운행이 끝났어요. 지하철을 타고가야 해요.,The bus services to #Shilla Hotel# have all ended now. You need to take the subway.
언제 대구 텍에 방문할 계획은 없습니까?,Do you have any plans to visit Daegu Tech?
그래도 당신을 미워 하지 않아요.,I am not going to hate you nonetheless.
근데 비행기가 딜레이되서 기다리고 있어.,But the airplane is delayed so I am waiting.
당신은 한국 음식중에 어떤 음식을 좋아합니까?,"From the Korean food, which is your favorite?"
여권을 사진으로 보내줄 수 있어요.,I can send a picture of my passport.
그래도 아들이 5살이라 걱정이 많이 되었어요.,"Still, I was very worried as my son is only 5."
다음주 토요일 밤에 또 보는 건 어때요?,How about doing it again next Saturday night?
제가 신발 두 켤레를 구매하면 할인해주실 수 있으신가요?,Could you give me a discount if I buy two pairs of shoes?
안경테를 둘러봐도 될까요? 원하는 디자인 착용할 수 있습니까?,Can I have a look at frames for glasses? Can I try on designs that I like?
우리 월요일에 만나는 거 알고 있나요?,Do you know we are meeting on Monday?
어제 밤 술을 먹고 착각해서 보낸 것 같아요.,I sent it by mistake because I was drunk last night.
가장 친한 친구가 전학 가게 된다니 너무 슬프다. 가서도 자주 연락할 거지?,"It's so sad my best friend is moving. Keep in touch, okay?"
매일 유익한 영어표현을 보내드려요.,We send you very useful english expression everyday.
제품수량에 대한 가격정보를 알려주세요.,Please tell me the price information for product quantity.
추워질수록 당신의 따뜻한 커피가 더욱 맛있어져요.,"As it gets cold, your hot coffee taste even better."
나도 실은 오래전부터 널 좋아했어.,Actually I also loved you for a long time.
티비 보고 있는데 너는 뭐하고 있어?,"I am watching TV, and what are you doing?"
우리나라의 제품을 모방하는 것은 도둑질이에요.,It's theft to copy any product of my country.
저의 인생 중 가장 큰 결정은 진로 설정이었어요.,Setting my life route is the biggest decision of my life.
대학교를 들어오고 나서 그룹 과제는 정말 피할 수 없는 것 같아.,Group projects are unavoidable in college.
그것은 자동으로 재생을 중지하도록 돼 있었어.,It is set to stop playback automatically.
한복은 세계인이 인정하는 아름다운 옷이에요.,Hanbok is a beautiful garment that the world accepts.
온천이라도 가서 편히 지내는 것은 어때요?,Why don't you go to a hot springs and relax?
루마니아 전통 음식을 맛 볼 수 있어요.,You can enjoy Rumanian traditional food.
이 가게에서 어제 감자를 사 갔는데 문제가 있어요.,I bought some potatoes from this store yesterday and there's a problem.
여기 앉아보세요. 사이즈는 얼마로 드릴까요?,Please sit here. What size should I get you?
"네, 하지만 제가 보기에는 언제나 부족해요.","Yeah, but they are never good enough."
"저희가 제안하는 최종 금액은 5,000달러입니다.","Our final offer is 5,000 dollars."
지금이라도 계획을 좀 짜 보는 건 어때? 그러면 내일부터는 재밌을 거야.,How about starting to plan now? We can start having fun tomorrow.
이게 어떤 동의서죠? 왜 서명을 해야 하는 건가요?,What kind of consent form is this? Why do I need to sign this?
계단을 내려가면 볼 수 있어요.,It can be seen by going down the stairs.
아마도 이 프로그램은 직접 후원도 받는 걸로 알고 있어. ,"I think this program gets direct sponsorship, too."
그렇군요. 대략적인 날짜라도 알 수 없나요?,I see. Can you tell me an approximate date?
물론입니다. 좌석 앞에 구비된 책자에 안내되어있습니다. 확인해 보세요.,Of course. It's explained in the catalogue in your seat pocket. Have a look.
수표는 등기로 보내는 것이 더 안전해요.,It's safer to send checks by registered mail.
"그러게 말이야, 중국 인구를 잡을 수 있다면 정말 좋을 텐데.","I know, it'd be excellent if they could appeal to the Chinese population."
새론이 우현의 매니큐어를 지우는 장면이에요.,This is a scene that Saeron remove Woohyun's nail polish.
그곳은 부산에서 가장 먼저 개장한 해수욕장이에요.,It is the first beach to open to public in Busan.
너의 남자 친구 이야기 끝까지 들을 수 없었어.,I couldn't hear your story about your boyfriend till the end.
업데이트 이후에 작동하지 않아.,It doesn't work after updating it.
위 내용을 아마존 배송팀에 전달해 주시길 바래요.,Please deliver this message to Amazon delivery team.
당신이 한국에 계셨다면 쇼핑과 영화를 보고 멋진 데이트를 할 것이예요.,"If you are in Korea, we'll date, shop and watch a movie."
부탁드립니다만 한 번만 더 기회를 주시면 안 되겠습니까? ,Can't you give him one more chance? 
그럼 간략하게 정리해서 제게 이메일로 보내주실 수 있을까요?,Then could you please send me the summarized version via email?
이 제품이 좀 저가 제품이라 바느질이 좀 허술해요.,"This product is a bit low-range, so the sewing can be sloppy."
항공편이 운항 정지라 갈 수 있을지 모르겠어.,The flight schedule got halted so I am not sure if I could go.
"네, 그럼 변사또님께 연락하시라고 메모 남겨드릴게요. ","Yes, I will leave a note to contact you, Mr. Byun-Sa-Ddo."
이러한 즐거움은 절 석사과정으로 이끌었어요.,This happiness drove me to take master's course.
돼지는 무럭무럭 자라서 새끼를 낳았어요.,The pig grew rapidly and gave birth to baby pigs.
저는 제 선택이 지금도 여전히 옳다고 확신하고 있어요.,I'm still confident that I made the right decision.
그러나 그사람에게 두번 속았거든 자신을 탓하라.,"If fooled again by the same person, blame yourself."
그냥 다음부터 간 조절 잘해주세요. 자주 시켜 먹었는데 오늘은 너무 짜네요.,Please pay attention to seasoning next time. I often ordered it and was alright. But it's too salty this time.
사진에 눈을 넣어 겨울의 느낌을 나게 하였어요.,I put snowflakes on photos to give a feeling of winter.
짐을 방으로 보내드릴까요?,Would you like your luggage sent to your room?
네일스티커를 붙이고 난 후 꼭 사용해주시는 것을 부탁드리고 싶어요!,And I want to ask you to use it after putting on nail sticker!
도끼로 나무를 찍은 다음 올라왔지.,I came up by chopping the tree with an axe.
생선 중에서 동서양 가리지 않고 인기 많은 생선이라고도 해요.,It is a popular fish in both western and eastern countries.
내가 묻기 전에 말해 줬으면 좋았을 것 같아.,It would have been better to let me know before I asked.
열차와 버스에 대해 알기를 원해요.,I would like to know about the train and the bus.
나중에 방문하면 같이 만날 수 있나요?,Can we meet together if I visit later?
난 계좌를 만든것이 나의 최선이었어.,Opening my account was the best I could do.
한상민 과자점에서 다른 빵으로 교환하실 수 있으실 거예요.,You shall exchange to other bread in Hansangmin bakery.
이것은 자신의 방법으로 활용하고 응용해야 해요.,This has to be utilized and applied with your own way.
사진전과 함께 멋진 가을을 느껴 보세요.,Just feel an wonderful autumn with a photography exhibition.
그렇지만 마케팅에 할당된 예산이 부족해요.,But the allocated budget on marketing is short.
김연경 선수와 터키는 인연이 많네요.,Player Kim yeonkyung and Turkey have a lot of connections.
그럼 나야 정말 고맙지. 나는 5박 6일 생각하고 있어.,That would be great for me. I am planning for 5 nights and 6 days.
네 덕분에 테스트를 하게 된 것 좋게 생각해.,Think that you can get a test thanks to me.
당신은 나에게 매우중요한거래처이예요.,You are the most important client to me.
혹시 전모델 카다록을 받아볼수 있을까요?,Could we receive catalogue of all models?
그럼 현금으로 3만 5천 원 주시면 그렇게 팔겠습니다.,"Then if you pay me 35,000 Won in cash I will sell as such."
"실례합니다만, 서류작성 좀 도와 주시겠습니까?","Excuse me, would you help me fill out this form?"
당신의 사랑의 포로가 이미 돼 버렸어.,I have already become your captive of love.
수업을 수강하는 인원이 홀수라서 저희 팀만 인원이 적습니다.,Our team has fewer members than others as the students in this course are odd numbers.
공항 앞에 호텔로 가는 셔틀버스 정류장이 있는 것 아닌가요?,Isn't the shuttle bus stop to the hotel in front of the airport?
웃음은 마음을 사로잡는 최고의 전략이에요.,Smiling is the best strategy to attract other people's mind.
이번 여름하고 겨울 그리고 내년에도 마찬가지에요.,"This summer and winter and maybe next year, too."
대화하기를 원하시면 이 사용자 페이지에 글을 남겨보세요!,"If you want to chat, try writing on this user's page!"
앞머리는 지금 기르는 중이라서 유지하고 싶어요. ,"I'm trying to grow them out, so I'd like to keep them."
존경스럽네요. 그런데 시간이 좀 걸리지 않나요?,That's admirable. Doesn't it take a while?
내가 매니저에게 당신의 전화 번호를 보냈어요.,I sent your phone number to the manager.
하반기에는 전체 회의 없이 진행하는 게 어떨까요?,Can we do the second half without the general meetings?
미래에 무엇을 공부하고 싶으냐고요?,Are you asking me what I want to study in future?
지금 교환하기는 좀 늦었을 거 같은데. 워낙 중요한 경기라.,I think it's a little late to exchange now since it's such a big match.
우리는 공장과 직거래를 하고싶어요.,We wish to make direct trade with your factory.
괜찮습니다 제품을 최대한 빨리 보내주십시오.,"It is okay, just ship the product as soon as possible."
방음이 잘 되는 방이 있나요? 저희가 오늘 좀 시끄러울 것 같아서요. ,Are any of the rooms soundproof? I'm afraid we're going to be a little loud today.
은팔찌를 구매했는데 새까맣게 됐어요.,"I bought a silver bracelet, but it turned black."
우리 형이 자본주의의 폐단이자 모순이라고 하더군.,My brother says it's a great contradiction and malaise of capitalism.
스파와 관련해서 궁금증이 생겨 연락드렸습니다. 혹시 몇 시에 문을 여나요?,I'm calling you to ask about the spa. What time do you open?
레스토랑 오픈 준비를 하고 있어요.,We are planning to open a restaurant.
긴 여정을 통해 미국에 왔어요.,I come to the USA through a long journey.
호텔 앞 차에서 당신을 기다리고 있어.,I'm waiting for you in the car in front of the hotel.
무인도에서 지내기 위해서는 집이 필요해요.,You need a house in order to live in an island.
이것 들에 집중함으로서 다른 생각으로부터 벗어날 수 있기 때문이에요.,I can forget other thoughts by concentrating on this.
신제품 출시를 위해 추가로 준비할 것이 있나요?,Is there anything to prepare additionally for launching the new product?
"예를 들면 자동차나 여행, 사랑, 게임, 노트북이에요.","For example, car, trip, love, game and laptop."
그럼 머리카락 끝을 조금 자르고 시술을 받는게 어때?,Then why don't you cut off the tip of your hair a little and have it treated?
새벽에 공항까지 택시를 타고 가려는데 얼마나 나오나요?,How much will it cost to get to the airport by taxi at dawn?
"아, 주차장 여쭤보려고 했습니다. 친절한 안내 감사드립니다. ","Oh, I was about to ask you about parking. Thanks for the information."
내년에 당신은 원하는 일을 할 거예요.,You will do what you want to do in next year.
나는 오랜만에 외근을 갔었어요.,I went to work out of the office after a long time.
저도 알지만 그것 말고 다른 방법이 혹시 있나요?,"I know, but would there be any other way?"
제휴사와의 회의가 다음 달에 있는데 저는 해외에 나가 있을 거예요. ,"There is a meeting with our partner next month, but I will be abroad. "
지난달의 매출보고서는 마무리 다 하셨습니까?,Did you finish the last month's sales report?
현재 출시된 제품들을 뛰어넘을 아이디어를 마련해 놓았습니다. ,We have ideas that can surpass existing products.
작년에 제니와 빌한테도 우리가 그렇게 했었잖아요.,That's what we did for Jenny and Bill last year.
당신이 그것을 지불하지 말고  자동으로 나에게 제품이 돌아오게하세요.,Don't pay for it so that it can be returned to me.
내 친구 민주는 미국 음식을 먹기를 원했어요.,My friend Minju wanted to have American food.
이왕이면 맛있게 장어요리를 먹고 싶은데 어떻게 먹으면 되나요?,How do I eat the eel dish if I want to eat it deliciously?
올바른 수취인 정보는 하기와 같아요.,The correct receiver information is as below.
아니에요. 사진보다 실물이 훨씬 예쁘신데요?,"Yes, your picture doesn’t do you justice."
그 동안 배우는 것 들이 매우 값진 것이예요.,The things that you learn during that time are priceless.
어떤일로 연락이 오신건가요? 무슨 문제라도 생겼나요?,Do you know why? Is there a problem?
제가 한국에서 사용하는 신용카드를 잃어버린 것 같습니다.,I think I lost my credit card I used in #Korea#.
아무래도 젊은 아이 들과 같이 하려니 많이 힘들어요.,It is very hard for me to work with young people.
예 맞습니다. 그때 이후론 거의 두배로 바빠졌어요.,"That's right, we've been almost twice as busy since then."
저두 그 말에 전적으로 동의해요.,I absolutely agree with that statement.
개가 밥을 잘 안 먹어서 걱정이에요.,I’m worried as my dog is not having enough food.
좋은 아이디어네요. 재미있게 놀다 오시고 나중에 봐요. 그럼.,That's a good idea. Have fun and see you later then.
포켓몬 한정판 인형을 여기에서만 판다고 들었습니다. 재고가 남아있습니까?,I heard that the limited edition #Pokemon# dolls are only sold here. Do you have any in stock?
처피뱅으로 자르지 않는 이상 길이는 다 비슷할거야.,"It'll be all the same length unless you cut it into choppy bangs, i"
그녀는 학생회 회장 선거에 입후보했어요.,She ran for president of the student council.
나는 아이스크림을 좋아한다 하지만 겨울에는. 먹지 않아.,I like ice cream but I don't eat it during winter.
이 프로그램은 내 컴퓨터에서 실행되지 않아.,This program doesn't run on my computer.
하지만 친구와 기숙사는 따로 지내고 싶어요.,My friend and I will use separate rooms.
한국 청소년은 왜 미국으로 이민을 가나요?,Why do Korean teenagers immigrate to the U.S?
패널들도 관심이 많았던 것 같아. 질문이 많았거든.,"The panels were very interested, too. They asked many questions."
이 양식의 작성방법을 가르쳐주세요.,Please tell me how to fill out this form.
그녀는 점점 더 인기가 높아져 가요.,She's getting more and more popular.
그러면 실외 주차장에서 바로 계단 타고 가시면 돼요.,Then you can take the stairs directly from the outdoor parking lot. 
되돌아오는 셔틀버스는 어디에서 탑승합니까?,Where can I take the round shuttle bus?
오리엔탈 호텔 방향을 올려 줄 수 있나요?,Can you give me the direction to Oriental Hotel?
안녕하세요. 제가 오늘 많이 피곤해서 그런데 남는 조용한 방이 있나요?,Hello. I'm too tired. Do you have a quiet room available?
안녕하세요. 제가 셰어하우스는 처음이라 그런데 남는 방이 있나요? ,Hello. It's my first time in a shared house. Do you have a room available?
여기 박 세희란 이름으로 예약했는데요.,I made a reservation by name Park saehee.
그들이 무엇이 필요한가를 인지하고 그 다음 제공해요.,I figure out what they need and then provide it for them.
다음 주제는 판매전략에 대해서이예요.,The next item on the agenda is the marketing strategy.
